DateTime,TimeSeries0,TimeSeries1,TimeSeries2,TimeSeries3,TimeSeries4,TimeSeries5,TimeSeries6,TimeSeries7,TimeSeries8,TimeSeries9,TimeSeries10,TimeSeries11,TimeSeries12
2023-01-01 00:00:00,455.76833398607045,128.71223070088215,439.417989327551,129.63159744474623,382.6649954266018,120.34411072113954,583.527407086973,49.670945470004874,624.3701388888888,19977.712228322587,41520.87687459235,0.9648450992302379,17.13203208023767
2023-01-01 00:01:00,442.10303403968254,129.53393190093172,478.1593203617454,129.08695240161805,355.03935975685135,120.85450362053227,609.55044974617,52.62493058501018,777.6339236621099,19402.385770959736,32962.34089855482,0.9892839197660914,17.021170223782494
2023-01-01 00:02:00,451.73352900163354,130.4154108038642,370.6882623028244,130.36691662982977,366.4461435199918,119.2446941569589,563.7257928007386,56.79904303873325,519.3609209084751,18862.90918679247,41992.59251001173,1.0151317819120995,14.22321249286459
2023-01-01 00:03:00,454.6925381982942,129.50403103005877,434.9597773211606,128.39777732990882,413.1622020111916,118.35757573652445,532.9576332764741,54.020087775797464,1090.8345269020165,20567.71522911021,38644.9419974156,0.9427006911816843,13.944568792427644
2023-01-01 00:04:00,508.42122211249887,129.5022919707828,419.48747803574565,129.0711367273181,375.6154535904006,121.87499240414117,691.0509660364502,56.299230928377995,886.5418339469016,17333.83979653519,43578.18953359447,0.9949396047765855,19.582332039231275
2023-01-01 00:05:00,427.4205792793054,131.24743556097562,409.88222215486655,128.33124591699664,382.48302864286626,120.02413586930788,583.527407086973,46.82792316501219,1062.6573708649212,19315.76295555664,37053.126388888886,1.0470924058657318,9.840277777777779
2023-01-01 00:06:00,460.78370915000096,129.5022919707828,499.3935042962806,127.99876165444208,396.9717851953137,121.03351309632829,657.9252958478645,43.318818189971324,694.4981723637165,17480.010822402965,41482.79461009611,0.9640152005729761,0.01728548938019614
2023-01-01 00:07:00,487.22760145172447,132.88441958466564,383.78994085918475,127.91864137339125,396.9339431451814,119.28166207235304,572.776733443485,50.87255143804448,1035.2263058781048,21578.039042526718,35877.24790757128,0.9621603750966847,9.840277777777779
2023-01-01 00:08:00,403.79908329836087,127.27819084212923,371.84695623455957,129.2721242739134,373.3737237759576,119.79727020661599,654.6979744648347,51.91316523247434,931.4406249346691,20777.834230354503,33800.62238021923,0.9169442038530224,15.57460060563406
2023-01-01 00:09:00,469.58088911385846,129.67939769086428,440.7439190824737,128.4989275271271,387.9376583786113,120.42045963190377,616.2135009224604,46.932139318443625,767.5898121362375,19325.64493221424,34005.42682540173,0.9592085488456842,9.612915426972238
2023-01-01 00:10:00,401.14247212452324,130.79472732628486,398.4329490477089,126.97186358091258,415.9259656010955,120.47670701188976,614.3640764464611,57.803966395866766,361.58923275428697,18658.713717194176,39073.52670761833,1.0080855064971852,3.014378460300219
2023-01-01 00:11:00,417.40626629173573,127.99118068095005,447.02611206294904,127.80920049383072,383.02638819543563,120.077268901149,530.8256483645572,61.732782754655766,548.1488722153363,15219.576108128866,34242.22933640496,1.0560767707586343,11.494600566621328
2023-01-01 00:12:00,483.04674681658196,129.6612404959284,464.3570057774579,130.14292943689574,378.79292108207903,121.21220116728843,582.7937987593298,53.02938149190544,401.32592672308016,14235.542007897262,38273.47236317893,0.9713070446096832,0.45175333097021664
2023-01-01 00:13:00,467.35120366856864,129.43765614842766,402.4579891956989,130.57180142643037,374.2676402430062,120.8373719796674,583.527407086973,58.389001770615515,817.9899163949865,17838.898942476124,37994.596805633926,1.054224394844655,12.944313735072605
2023-01-01 00:14:00,440.17901082340404,129.03129711067058,455.5452154468643,127.4976289413289,372.4993861179103,119.76873348223107,543.8933198949427,60.962232278118954,593.8385805266843,16086.342628326205,37053.126388888886,1.0834856068894598,14.775199468873918
2023-01-01 00:15:00,448.3815919281084,130.40851945041695,427.8226388507419,130.33757138723087,395.0280185208747,119.48506128229812,587.4102194133313,44.38144161964927,508.45755152825143,17743.485670273185,37991.03733626006,1.0187627589127415,9.486328295426368
2023-01-01 00:16:00,463.0560804410642,128.07962043778602,478.4043298032039,128.37944638158197,376.22382204827875,120.78588466066394,545.7801181018272,39.819695158534614,465.92989279802214,17108.834920664012,37298.0507773814,1.012045588721511,13.586844214237756
2023-01-01 00:17:00,474.14150823659986,129.02533150163597,428.0414210271338,128.47715513442694,367.31451892924616,119.82312511588285,558.6128293973946,64.71829337527817,715.8294897789688,18731.393600796764,40774.02957592328,1.0448991146125952,18.334166352055405
